ID,Poet,Poetry
1140,parveen-shakir,"chalne ka hausla nahin rukna muhal kar diya 
ishq ke is safar ne to mujh ko niDhal kar diya 
ai miri gul-zamin tujhe chaah thi ik kitab ki 
ahl-e-kitab ne magar kya tira haal kar diya 
milte hue dilon ke biich aur tha faisla koi 
us ne magar bichhaDte vaqt aur saval kar diya 
ab ke hava ke saath hai daman-e-yar muntazir 
banu-e-shab ke haath men rakhna sambhal kar diya 
mumkina faislon men ek hijr ka faisla bhi tha 
ham ne to ek baat ki us ne kamal kar diya 
mere labon pe mohr thi par mere shisha-ru ne to 
shahr ke shahr ko mira vaqif-e-hal kar diya 
chehra o naam ek saath aaj na yaad aa sake 
vaqt ne kis shabih ko khvab o khayal kar diya 
muddaton ba.ad us ne aaj mujh se koi gila kiya 
mansab-e-dilbari pe kya mujh ko bahal kar diya"
1141,parveen-shakir,"charagh-e-rah bujha kya ki rahnuma bhi gaya 
hava ke saath musafir ka naqsh-e-pa bhi gaya 
main phuul chunti rahi aur mujhe khabar na hui 
vo shakhs aa ke mire shahr se chala bhi gaya 
bahut aziiz sahi us ko meri dildari 
magar ye hai ki kabhi dil mira dukha bhi gaya 
ab un darichon pe gahre dabiz parde hain 
vo tank-jhank ka ma.asum silsila bhi gaya 
sab aa.e meri ayadat ko vo bhi aaya tha 
jo sab ga.e to mira dard-ashna bhi gaya 
ye ghurbaten miri ankhon men kaisi utri hain 
ki khvab bhi mire rukhsat hain ratjaga bhi gaya"
1142,parveen-shakir,"Dasne lage hain khvab magar kis se boliye 
main janti thi paal rahi huun sanpoliye 
bas ye hua ki us ne takalluf se baat ki 
aur ham ne rote rote dupaTTe bhigo liye 
palkon pe kachchi nindon ka ras phailta ho jab 
aise men aankh dhuup ke rukh kaise kholiye 
teri barhana-pa.i ke dukh banTte hue 
ham ne khud apne paanv men kanTe chubho liye 
main tera naam le ke tazabzub men paD ga.i 
sab log apne apne azizon ko ro liye 
khush-bu kahin na jaa.e pa israr hai bahut 
aur ye bhi aarzu ki zara zulf kholiye 
tasvir jab na.i hai naya canvas bhi hai 
phir tashtari men rang purane na gholiye"
1143,parveen-shakir,"dhanak dhanak miri poron ke khvab kar dega 
vo lams mere badan ko gulab kar dega 
qaba-e-jism ke har taar se guzarta hua 
kiran ka pyaar mujhe aftab kar dega 
junun-pasand hai dil aur tujh tak aane men 
badan ko naav lahu ko chanab kar dega 
main sach kahungi magar phir bhi haar ja.ungi 
vo jhuuT bolega aur la-javab kar dega 
ana-parast hai itna ki baat se pahle 
vo uTh ke band miri har kitab kar dega 
sukut-e-shahr-e-sukhan men vo phuul sa lahja 
sama.aton ki faza khvab khvab kar dega 
isi tarah se agar chahta raha paiham 
sukhan-vari men mujhe intikhab kar dega 
miri tarah se koi hai jo zindagi apni 
tumhari yaad ke naam intisab kar dega"
1144,parveen-shakir,"dil ka kya hai vo to chahega musalsal milna 
vo sitamgar bhi magar soche kisi pal milna 
vaan nahin vaqt to ham bhi hain adim-ul-fursat 
us se kya miliye jo har roz kahe kal milna 
ishq ki rah ke musafir ka muqaddar ma.alum 
shahr ki soch men ho aur use jangal milna 
us ka milna hai ajab tarah ka milna jaise 
dasht-e-ummid men andeshe ka badal milna 
daman-e-shab ko agar chaak bhi kar liin to kahan 
nuur men Duuba hua sub.h ka anchal milna"
1145,parveen-shakir,"dua ka TuuTa hua harf sard aah men hai 
tiri juda.i ka manzar abhi nigah men hai 
tire badalne ke ba-vasf tujh ko chaha hai 
ye e'tiraf bhi shamil mire gunah men hai 
azaab dega to phir mujh ko khvab bhi dega 
main mutma.in huun mira dil tiri panah men hai 
bikhar chuka hai magar muskura ke milta hai 
vo rakh rakhao abhi mere kaj-kulah men hai 
jise bahar ke mehman khali chhoD ga.e 
vo ik makan abhi tak makin ki chaah men hai 
yahi vo din the jab ik dusre ko paaya tha 
hamari sal-girah Thiik ab ke maah men hai 
main bach bhi ja.un to tanha.i maar Dalegi 
mire qabile ka har fard qatl-gah men hai"
1146,parveen-shakir,"ek suraj tha ki taron ke gharane se uTha 
aankh hairan hai kya shakhs zamane se uTha 
kis se puchhun tire aaqa ka pata ai rahvar 
ye alam vo hai na ab tak kisi shane se uTha 
halqa-e-khvab ko hi gird-e-gulu kas Daala 
dast-e-qatil ka bhi ehsan na divane se uTha 
phir koi aks shuaon se na banne paaya 
kaisa mahtab mire a.ina-khane se uTha 
kya likha tha sar-e-mahzar jise pahchante hi 
paas baiTha hua har dost bahane se uTha"
1147,parveen-shakir,"ga.e mausam men jo khilte the gulabon ki tarah 
dil pe utrenge vahi khvab azabon ki tarah 
raakh ke Dher pe ab raat basar karni hai 
jal chuke hain mire kheme mire khvabon ki tarah 
sa.at-e-did ki aariz hain gulabi ab tak 
avvalin lamhon ke gulnar hijabon ki tarah 
vo samundar hai to phir ruuh ko shadab kare 
tishnagi kyuun mujhe deta hai sarabon ki tarah 
ghair-mumkin hai tire ghar ke gulabon ka shumar 
mere riste hue zakhmon ke hisabon ki tarah 
yaad to hongi vo baten tujhe ab bhi lekin 
shelf men rakkhi hui band kitabon ki tarah 
kaun jaane ki na.e saal men tu kis ko paDhe 
tera me.aar badalta hai nisabon ki tarah 
shokh ho jaati hai ab bhi tiri ankhon ki chamak 
gaahe gaahe tire dilchasp javabon ki tarah 
hijr ki shab miri tanha.i pe dastak degi 
teri khush-bu mire kho.e hue khvabon ki tarah"
1148,parveen-shakir,"gavahi kaise TuTti muamla khuda ka tha 
mira aur us ka rabta to haath aur dua ka tha 
gulab qimat-e-shaguft shaam tak chuka sake 
ada vo dhuup ko hua jo qarz bhi saba ka tha 
bikhar gaya hai phuul to hamin se puchh-gachh hui 
hisab baghban se hai kiya-dhara hava ka tha 
lahu-chashida haath us ne chuum kar dikha diya 
jaza vahan mili jahan ki marhala saza ka tha 
jo barishon se qabl apna rizq ghar men bhar chuka 
vo shahr-e-mor se na tha pa durbin bala ka tha"
1149,parveen-shakir,"gulab haath men ho aankh men sitara ho 
koi vajud mohabbat ka isti.ara ho 
main gahre paani ki is rau ke saath bahti rahun 
jazira ho ki muqabil koi kinara ho 
kabhi-kabhar use dekh len kahin mil len 
ye kab kaha tha ki vo khush-badan hamara ho 
qusur ho to hamare hisab men likh jaa.e 
mohabbaton men jo ehsan ho tumhara ho 
ye itni raat ga.e kaun dastaken dega 
kahin hava ka hi us ne na ruup dhara ho 
ufuq to kya hai dar-e-kahkashan bhi chhu aa.en 
musafiron ko agar chand ka ishara ho 
main apne hisse ke sukh jis ke naam kar Dalun 
koi to ho jo mujhe is tarah ka pyara ho 
agar vajud men ahang hai to vasl bhi hai 
vo chahe nazm ka TukDa ki nasr-para ho"
1150,parveen-shakir,"ham ne hi lauTne ka irada nahin kiya 
us ne bhi bhuul jaane ka va.ada nahin kiya 
dukh oDhte nahin kabhi jashn-e-tarab men ham 
malbus-e-dil ko tan ka labada nahin kiya 
jo gham mila hai bojh uThaya hai us ka khud 
sar zer-e-bar-e-saghar-o-bada nahin kiya 
kar-e-jahan hamen bhi bahut the safar ki shaam 
us ne bhi iltifat ziyada nahin kiya 
aamad pe teri itr o charagh o subu na hon 
itna bhi bud-o-bash ko saada nahin kiya"
1151,parveen-shakir,"harf-e-taza na.i khushbu men likha chahta hai 
baab ik aur mohabbat ka khula chahta hai 
ek lamhe ki tavajjoh nahin hasil us ki 
aur ye dil ki use had se siva chahta hai 
ik hijab-e-tah-e-iqrar hai maane varna 
gul ko malum hai kya dast-e-saba chahta hai 
ret hi ret hai is dil men musafir mere 
aur ye sahra tira naqsh-e-kaf-e-pa chahta hai 
yahi khamoshi ka.i rang men zahir hogi 
aur kuchh roz ki vo shokh khula chahta hai 
raat ko maan liya dil ne muqaddar lekin 
raat ke haath pe ab koi diya chahta hai 
tere paimane men gardish nahin baaqi saaqi 
aur tiri bazm se ab koi uTha chahta hai"
1152,parveen-shakir,"ik hunar tha kamal tha kya tha 
mujh men tera jamal tha kya tha 
tere jaane pe ab ke kuchh na kaha 
dil men Dar tha malal tha kya tha 
barq ne mujh ko kar diya raushan 
tera aks-e-jalal tha kya tha 
ham tak aaya tu bahr-e-lutf-o-karam 
tera vaqt-e-zaval tha kya tha 
jis ne tah se mujhe uchhal diya 
Dubne ka khayal tha kya tha 
jis pe dil saare ahd bhuul gaya 
bhulne ka saval tha kya tha 
titliyan the ham aur qaza ke paas 
surkh phulon ka jaal tha kya tha"
1153,parveen-shakir,"justuju kho.e huon ki umr bhar karte rahe 
chand ke hamrah ham har shab safar karte rahe 
raston ka ilm tha ham ko na samton ki khabar 
shahr-e-na-malum ki chahat magar karte rahe 
ham ne khud se bhi chhupaya aur saare shahr ko 
tere jaane ki khabar divar-o-dar karte rahe 
vo na aa.ega hamen ma.alum tha is shaam bhi 
intizar us ka magar kuchh soch kar karte rahe 
aaj aaya hai hamen bhi un uDanon ka khayal 
jin ko tere zo.am men be-bal-o-par karte rahe"
1154,parveen-shakir,"kamal-e-zabt ko khud bhi to azma.ungi 
main apne haath se us ki dulhan saja.ungi 
supurd kar ke use chandni ke hathon men 
main apne ghar ke andheron ko lauT a.ungi 
badan ke karb ko vo bhi samajh na pa.ega 
main dil men ro.ungi ankhon men muskura.ungi 
vo kya gaya ki rifaqat ke saare lutf ga.e 
main kis se ruuTh sakungi kise mana.ungi 
ab us ka fan to kisi aur se hua mansub 
main kis ki nazm akele men gunguna.ungi 
vo ek rishta-e-benam bhi nahin lekin 
main ab bhi us ke isharon pe sar jhuka.ungi 
bichha diya tha gulabon ke saath apna vajud 
vo so ke uTThe to khvabon ki raakh uTha.ungi 
sama.aton men ghane jangalon ki sansen hain 
main ab kabhi tiri avaz sun na pa.ungi 
javaz DhunD raha tha na.i mohabbat ka 
vo kah raha tha ki main us ko bhuul ja.ungi"
1155,parveen-shakir,"khuli ankhon men sapna jhankta hai 
vo soya hai ki kuchh kuchh jagta hai 
tiri chahat ke bhige jangalon men 
mira tan mor ban kar nachta hai 
mujhe har kaifiyat men kyuun na samjhe 
vo mere sab havale janta hai 
main us ki dastaras men huun magar vo 
mujhe meri raza se mangta hai 
kisi ke dhyan men Duuba hua dil 
bahane se mujhe bhi Talta hai 
saDak ko chhoD kar chalna paDega 
ki mere ghar ka kachcha rasta hai"
1156,parveen-shakir,"kuchh faisla to ho ki kidhar jaana chahiye 
paani ko ab to sar se guzar jaana chahiye 
nashtar-ba-dast shahr se charagari ki lau 
ai zakhm-e-be-kasi tujhe bhar jaana chahiye 
har baar eDiyon pe gira hai mira lahu 
maqtal men ab ba-tarz-e-digar jaana chahiye 
kya chal sakenge jin ka faqat mas.ala ye hai 
jaane se pahle rakht-e-safar jaana chahiye 
saara jvar-bhaTa mire dil men hai magar 
ilzam ye bhi chand ke sar jaana chahiye 
jab bhi ga.e azab-e-dar-o-bam tha vahi 
akhir ko kitni der se ghar jaana chahiye 
tohmat laga ke maan pe jo dushman se daad le 
aise sukhan-farosh ko mar jaana chahiye"
1157,parveen-shakir,"kuchh to hava bhi sard thi kuchh tha tira khayal bhi 
dil ko khushi ke saath saath hota raha malal bhi 
baat vo aadhi raat ki raat vo puure chand ki 
chand bhi ain chait ka us pe tira jamal bhi 
sab se nazar bacha ke vo mujh ko kuchh aise dekhta 
ek dafa to ruk ga.i gardish-e-mah-o-sal bhi 
dil to chamak sakega kya phir bhi tarash ke dekh len 
shisha-giran-e-shahr ke haath ka ye kamal bhi 
us ko na pa sake the jab dil ka ajiib haal tha 
ab jo palaT ke dekhiye baat thi kuchh muhal bhi 
meri talab tha ek shakhs vo jo nahin mila to phir 
haath dua se yuun gira bhuul gaya saval bhi 
us ki sukhan-taraziyan mere liye bhi Dhaal thiin 
us ki hansi men chhup gaya apne ghamon ka haal bhi 
gaah qarib-e-shah-rag gaah ba.id-e-vahm-o-khvab 
us ki rafaqaton men raat hijr bhi tha visal bhi 
us ke hi bazuon men aur us ko hi sochte rahe 
jism ki khvahishon pe the ruuh ke aur jaal bhi 
shaam ki na-samajh hava puchh rahi hai ik pata 
mauj-e-hava-e-ku-e-yar kuchh to mira khayal bhi"
1158,parveen-shakir,"ku-ba-ku phail ga.i baat shanasa.i ki 
us ne khushbu ki tarah meri pazira.i ki 
kaise kah duun ki mujhe chhoD diya hai us ne 
baat to sach hai magar baat hai rusva.i ki 
vo kahin bhi gaya lauTa to mire paas aaya 
bas yahi baat hai achchhi mire harja.i ki 
tera pahlu tire dil ki tarah abad rahe 
tujh pe guzre na qayamat shab-e-tanha.i ki 
us ne jalti hui peshani pe jab haath rakha 
ruuh tak aa ga.i tasir masiha.i ki 
ab bhi barsat ki raton men badan TuTta hai 
jaag uThti hain ajab khvahishen angDa.i ki"
1159,parveen-shakir,"kya kare meri masiha.i bhi karne vaala 
zakhm hi ye mujhe lagta nahin bharne vaala 
zindagi se kisi samjhaute ke ba-vasf ab tak 
yaad aata hai koi marne marne vaala 
us ko bhi ham tire kuche men guzar aa.e hain 
zindagi men vo jo lamha tha sanvarne vaala 
us ka andaz-e-sukhan sab se juda tha shayad 
baat lagti hui lahja vo mukarne vaala 
shaam hone ko hai aur aankh men ik khvab nahin 
koi is ghar men nahin raushni karne vaala 
dastaras men hain anasir ke irade kis ke 
so bikhar ke hi raha koi bikharne vaala 
isi ummid pe har shaam bujha.e hain charagh 
ek taara hai sar-e-bam ubharne vaala"
1160,parveen-shakir,"mushkil hai ki ab shahr men nikle koi ghar se 
dastar pe baat aa ga.i hoti hui sar se 
barsa bhi to kis dasht ke be-faiz badan par 
ik umr mire khet the jis abr ko tarse 
kal raat jo indhan ke liye kaT ke gira hai 
chiDiyon ko baDa pyaar tha us buDhe shajar se 
mehnat miri andhi se to mansub nahin thi 
rahna tha koi rabt shajar ka bhi samar se 
khud apne se milne ka to yaara na tha mujh men 
main bhiiD men gum ho ga.i tanha.i ke Dar se 
be-nam masafat hi muqaddar hai to kya gham 
manzil ka ta.ayyun kabhi hota hai safar se 
pathraya hai dil yuun ki koi ism paDha jaa.e 
ye shahr nikalta nahin jaadu ke asar se 
nikle hain to raste men kahin shaam bhi hogi 
suraj bhi magar aa.ega is rahguzar se"
1161,parveen-shakir,"pa-ba-gil sab hain riha.i ki kare tadbir kaun 
dast-basta shahr men khole miri zanjir kaun 
mera sar hazir hai lekin mera munsif dekh le 
kar raha hai meri fard-e-jurm ko tahrir kaun 
aaj darvazon pe dastak jaani pahchani si hai 
aaj mere naam laata hai miri ta.azir kaun 
koi maqtal ko gaya tha muddaton pahle magar 
hai dar-e-khema pe ab tak surat-e-tasvir kaun 
meri chadar to chhini thi shaam ki tanha.i men 
be-rida.i ko miri phir de gaya tash.hir kaun 
sach jahan pa-basta mulzim ke kaTahre men mile 
us adalat men sunega adl ki tafsir kaun 
niind jab khvabon se pyari ho to aise ahd men 
khvab dekhe kaun aur khvabon ko de tabir kaun 
ret abhi pichhle makanon ki na vapas aa.i thi 
phir lab-e-sahil gharaunda kar gaya ta.amir kaun 
saare rishte hijraton men saath dete hain to phir 
shahr se jaate hue hota hai daman-gir kaun 
dushmanon ke saath mere dost bhi azad hain 
dekhna hai khinchta hai mujh pe pahla tiir kaun"
1162,parveen-shakir,"puura dukh aur aadha chand 
hijr ki shab aur aisa chand 
din men vahshat bahal ga.i 
raat hui aur nikla chand 
kis maqtal se guzra hoga 
itna sahma sahma chand 
yadon ki abad gali men 
ghuum raha hai tanha chand 
meri karvaT par jaag uTThe 
niind ka kitna kachcha chand 
mere munh ko kis hairat se 
dekh raha hai bhola chand 
itne ghane badal ke pichhe 
kitna tanha hoga chand 
aansu roke nuur naha.e 
dil dariya tan sahra chand 
itne raushan chehre par bhi 
suraj ka hai saaya chand 
jab paani men chehra dekha 
tu ne kis ko socha chand 
bargad ki ik shakh haTa kar 
jaane kis ko jhanka chand 
badal ke resham jhule men 
bhor samay tak soya chand 
raat ke shane par sar rakkhe 
dekh raha hai sapna chand 
sukhe patton ke jhurmuT par 
shabnam thi ya nanha chand 
haath hila kar rukhsat hoga 
us ki surat hijr ka chand 
sahra sahra bhaTak raha hai 
apne ishq men sachcha chand 
raat ke shayad ek baje hain 
sota hoga mera chand"
1163,parveen-shakir,"qadmon men bhi takan thi ghar bhi qarib tha 
par kya karen ki ab ke safar hi ajiib tha 
nikle agar to chand dariche men ruk bhi jaa.e 
is shahr-e-be-charagh men kis ka nasib tha 
andhi ne un ruton ko bhi be-kar kar diya 
jin ka kabhi huma sa parinda nasib tha 
kuchh apne-ap se hi use kashmakash na thi 
mujh men bhi koi shakhs usi ka raqib tha 
puchha kisi ne mol to hairan rah gaya 
apni nigah men koi kitna gharib tha 
maqtal se aane vaali hava ko bhi kab mila 
aisa koi daricha ki jo be-salib tha"
1164,parveen-shakir,"qaid men guzregi jo umr baDe kaam ki thi 
par main kya karti ki zanjir tire naam ki thi 
jis ke mathe pe mire bakht ka taara chamka 
chand ke Dubne ki baat usi shaam ki thi 
main ne hathon ko hi patvar banaya varna 
ek TuuTi hui kashti mire kis kaam ki thi 
vo kahani ki abhi suiyan niklin bhi na thiin 
fikr har shakhs ko shahzadi ke anjam ki thi 
ye hava kaise uDa le ga.i anchal mera 
yuun satane ki to aadat mire ghanshyam ki thi 
bojh uThate hue phirti hai hamara ab tak 
ai zamin-man tiri ye umr to aram ki thi"
1165,parveen-shakir,"rasta bhi kaThin dhuup men shiddat bhi bahut thi 
saa.e se magar us ko mohabbat bhi bahut thi 
kheme na koi mere musafir ke jala.e 
zakhmi tha bahut paanv masafat bhi bahut thi 
sab dost mire muntazir-e-parda-e-shab the 
din men to safar karne men diqqat bhi bahut thi 
barish ki duaon men nami aankh ki mil jaa.e 
jazbe ki kabhi itni rifaqat bhi bahut thi 
kuchh to tire mausam hi mujhe raas kam aa.e 
aur kuchh miri miTTi men baghavat bhi bahut thi 
phulon ka bikharna to muqaddar hi tha lekin 
kuchh is men havaon ki siyasat bhi bahut thi 
vo bhi sar-e-maqtal hai ki sach jis ka tha shahid 
aur vaqif-e-ahval-e-adalat bhi bahut thi 
is tark-e-rifaqat pe pareshan to huun lekin 
ab tak ke tire saath pe hairat bhi bahut thi 
khush aa.e tujhe shahr-e-munafiq ki amiri 
ham logon ko sach kahne ki aadat bhi bahut thi"
1166,parveen-shakir,"shab vahi lekin sitara aur hai 
ab safar ka isti.ara aur hai 
ek muTThi ret men kaise rahe 
is samundar ka kinara aur hai 
mauj ke muDne men kitni der hai 
naav Daali aur dhara aur hai 
jang ka hathiyar tai kuchh aur tha 
tiir siine men utara aur hai 
matn men to jurm sabit hai magar 
hashiya saare ka saara aur hai 
saath to mera zamin deti magar 
asman ka hi ishara aur hai 
dhuup men divar hi kaam aa.egi 
tez barish ka sahara aur hai 
harne men ik ana ki baat thi 
jiit jaane men khasara aur hai 
sukh ke mausam ungliyon par gin liye 
fasl-e-gham ka goshvara aur hai 
der se palken nahin jhapkin miri 
pesh-e-jan ab ke nazara aur hai 
aur kuchh pal us ka rasta dekh luun 
asman par ek taara aur hai 
had charaghon ki yahan se khatm hai 
aaj se rasta hamara aur hai"
1167,parveen-shakir,"shauq-e-raqs se jab tak ungliyan nahin khultin 
paanv se havaon ke beDiyan nahin khultin 
peD ko dua de kar kaT ga.i baharon se 
phuul itne baDh aa.e khiDkiyan nahin khultin 
phuul ban ke sairon men aur kaun shamil tha 
shokhi-e-saba se to baliyan nahin khultin 
husn ke samajhne ko umr chahiye janan 
do ghaDi ki chahat men laDkiyan nahin khultin 
koi mauja-e-shirin chuum kar jaga.egi 
surajon ke nezon se sipiyan nahin khultin 
maan se kya kahengi dukh hijr ka ki khud par bhi 
itni chhoTi umron ki bachchiyan nahin khultin 
shakh shakh sargardan kis ki justuju men hain 
kaun se safar men hain titliyan nahin khultin 
aadhi raat ki chup men kis ki chaap ubharti hai 
chhat pe kaun aata hai siDhiyan nahin khultin 
paniyon ke chaDhne tak haal kah saken aur phir 
kya qayamaten guzrin bastiyan nahin khultin"
1168,parveen-shakir,"tarash kar mire baazu uDaan chhoD gaya 
hava ke paas barahna kaman chhoD gaya 
rafaqaton ka miri us ko dhyan kitna tha 
zamin le li magar asman chhoD gaya 
ajiib shakhs tha barish ka rang dekh ke bhi 
khule dariche pe ik pul-dan chhoD gaya 
jo badalon se bhi mujh ko chhupa.e rakhta tha 
baDhi hai dhuup to be-sa.eban chhoD gaya 
nikal gaya kahin an-dekhe paniyon ki taraf 
zamin ke naam khula badban chhoD gaya 
uqaab ko thi gharaz fakhta pakaDne se 
jo gir ga.i to yunhi nim-jan chhoD gaya 
na jaane kaun sa aaseb dil men basta hai 
ki jo bhi Thahra vo akhir makan chhoD gaya 
aqab men gahra samundar hai samne jangal 
kis intiha pe mira mehrban chhoD gaya"
1169,parveen-shakir,"tera ghar aur mera jangal bhigta hai saath saath 
aisi barsaten ki badal bhigta hai saath saath 
bachpane ka saath hai phir ek se donon ke dukh 
raat ka aur mera anchal bhigta hai saath saath 
vo ajab duniya ki sab khanjar-ba-kaf phirte hain aur 
kanch ke pyalon men sandal bhigta hai saath saath 
barish-e-sang-e-malamat men bhi vo hamrah hai 
main bhi bhigun khud bhi pagal bhigta hai saath saath 
laDkiyon ke dukh ajab hote hain sukh us se ajiib 
hans rahi hain aur kajal bhigta hai saath saath 
barishen jaaDe ki aur tanha bahut mera kisan 
jism aur iklauta kambal bhigta hai saath saath"
1170,parveen-shakir,"teri khushbu ka pata karti hai 
mujh pe ehsan hava karti hai 
chuum kar phuul ko ahista se 
mo.ajaza bad-e-saba karti hai 
khol kar band-e-qaba gul ke hava 
aaj khushbu ko riha karti hai 
abr baraste to inayat us ki 
shakh to sirf dua karti hai 
zindagi phir se faza men raushan 
mish.al-e-barg-e-hina karti hai 
ham ne dekhi hai vo ujli saa.at 
raat jab sher kaha karti hai 
shab ki tanha.i men ab to akasr 
guftugu tujh se raha karti hai 
dil ko us raah pe chalna hi nahin 
jo mujhe tujh se juda karti hai 
zindagi meri thi lekin ab to 
tere kahne men raha karti hai 
us ne dekha hi nahin varna ye aankh 
dil ka ahval kaha karti hai 
mus.haf-e-dil pe ajab rangon men 
ek tasvir bana karti hai 
be-niyaz-e-kaf-e-dariya angusht 
ret par naam likha karti hai 
dekh tu aan ke chehra mera 
ik nazar bhi tiri kya karti hai 
zindagi bhar ki ye takhir apni 
ranj milne ka siva karti hai 
shaam paDte hi kisi shakhs ki yaad 
kucha-e-jan men sada karti hai 
mas.ala jab bhi charaghon ka uTha 
faisla sirf hava karti hai 
mujh se bhi us ka hai vaisa hi suluk 
haal jo tera ana karti hai 
dukh hua karta hai kuchh aur bayan 
baat kuchh aur hua karti hai"
1171,parveen-shakir,"TuuTi hai meri niind magar tum ko is se kya 
bajte rahen havaon se dar tum ko is se kya 
tum mauj mauj misl-e-saba ghumte raho 
kaT jaa.en meri soch ke par tum ko is se kya 
auron ka haath thamo unhen rasta dikhao 
main bhuul ja.un apna hi ghar tum ko is se kya 
abr-e-gurez-pa ko barasne se kya gharaz 
siipi men ban na paa.e guhar tum ko is se kya 
le jaa.en mujh ko mal-e-ghanimat ke saath adu 
tum ne to Daal di hai sipar tum ko is se kya 
tum ne to thak ke dasht men kheme laga liye 
tanha kaTe kisi ka safar tum ko is se kya"
1172,parveen-shakir,"vaqt-e-rukhsat aa gaya dil phir bhi ghabraya nahin 
us ko ham kya kho.enge jis ko kabhi paaya nahin 
zindagi jitni bhi hai ab mustaqil sahra men hai 
aur is sahra men tera duur tak saaya nahin 
meri qismat men faqat durd-e-tah-e-saghar hi hai 
avval-e-shab jaam meri samt vo laaya nahin 
teri ankhon ka bhi kuchh halka gulabi rang tha 
zehn ne mere bhi ab ke dil ko samjhaya nahin 
kaan bhi khali hain mere aur donon haath bhi 
ab ke fasl-e-gul ne mujh ko phuul pahnaya nahin"
1173,parveen-shakir,"vo ham nahin jinhen sahna ye jabr aa jaata 
tiri juda.i men kis tarah sabr aa jaata 
fasilen toD na dete jo ab ke ahl-e-qafas 
tu aur tarah ka elan-e-jabr aa jaata 
vo fasla tha dua aur mustajabi men 
ki dhuup mangne jaate to abr aa jaata 
vo mujh ko chhoD ke jis aadmi ke paas gaya 
barabari ka bhi hota to sabr aa jaata 
vazir o shaah bhi khas-khanon se nikal aate 
agar guman men angar-e-qabr aa jaata"
1174,parveen-shakir,"vo to khush-bu hai havaon men bikhar ja.ega 
mas.ala phuul ka hai phuul kidhar ja.ega 
ham to samjhe the ki ik zakhm hai bhar ja.ega 
kya khabar thi ki rag-e-jan men utar ja.ega 
vo havaon ki tarah khana-ba-jan phirta hai 
ek jhonka hai jo aa.ega guzar ja.ega 
vo jab aa.ega to phir us ki rifaqat ke liye 
mausam-e-gul mire angan men Thahar ja.ega 
akhirash vo bhi kahin ret pe baiThi hogi 
tera ye pyaar bhi dariya hai utar ja.ega 
mujh ko tahzib ke barzakh ka banaya varis 
jurm ye bhi mire ajdad ke sar ja.ega"
1175,sahir-ludhianvi,"ab aa.en ya na aa.en idhar puchhte chalo 
kya chahti hai un ki nazar puchhte chalo 
ham se agar hai tark-e-ta.alluq to kya hua 
yaaro koi to un ki khabar puchhte chalo 
jo khud ko kah rahe hain ki manzil-shanas hain 
un ko bhi kya khabar hai magar puchhte chalo 
kis manzil-e-murad ki janib ravan hain ham 
ai rah-ravan-e-khak-basar puchhte chalo"
1176,sahir-ludhianvi,"ab koi gulshan na ujDe ab vatan azad hai 
ruuh ganga ki himala ka badan azad hai 
khetiyan sona uga.en vadiyan moti luTa.en 
aaj gautam ki zamin tulsi ka ban azad hai 
mandiron men sankh baaje masjidon men ho azaan 
shaikh ka dharm aur din-e-barhaman azad hai 
luuT kaisi bhi ho ab is desh men rahne na paa.e 
aaj sab ke vaste dharti ka dhan azad hai"
1177,sahir-ludhianvi,"ahl-e-dil aur bhi hain ahl-e-vafa aur bhi hain 
ek ham hi nahin duniya se khafa aur bhi hain 
ham pe hi khatm nahin maslak-e-shorida-sari 
chak-e-dil aur bhi hain chak-e-qaba aur bhi hain 
kya hua gar mire yaron ki zabanen chup hain 
mere shahid mire yaron ke siva aur bhi hain 
sar salamat hai to kya sang-e-malamat ki kami 
jaan baaqi hai to paikan-e-qaza aur bhi hain 
munsif-e-shahr ki vahdat pe na harf aa jaa.e 
log kahte hain ki arbab-e-jafa aur bhi hain"
1178,sahir-ludhianvi,"apna dil pesh karun apni vafa pesh karun 
kuchh samajh men nahin aata tujhe kya pesh karun 
tere milne ki khushi men koi naghma chheDun 
ya tire dard-e-juda.i ka gila pesh karun 
mere khvabon men bhi tu mere khayalon men bhi tu 
kaun si chiiz tujhe tujh se juda pesh karun 
jo tire dil ko lubha.e vo ada mujh men nahin 
kyuun na tujh ko koi teri hi ada pesh karun"
1179,sahir-ludhianvi,"aqa.ed vahm hain maz.hab khayal-e-kham hai saaqi 
azal se zehn-e-insan basta-e-auham hai saaqi 
haqiqat-ashna.i asl men gum-karda raahi hai 
urus-e-agahi parvurda-e-ib.ham hai saaqi 
mubarak ho za.ifi ko khirad ki falsafa-rani 
javani be-niyaz-e-ibrat-e-anjam hai saaqi 
havas hogi asir-e-halqa-e-nek-o-bad-e-alam 
mohabbat mavara-e-fikr-e-nang-o-nam hai saaqi 
abhi tak raste ke pech-o-kham se dil dhaDakta hai 
mira zauq-e-talab shayad abhi tak khaam hai saaqi 
vahan bheja gaya huun chaak karne parda-e-shab ko 
jahan har sub.h ke daman pe aks-e-sham hai saaqi 
mire saghar men mai hai aur tire hathon men barbat hai 
vatan ki sar-zamin men bhuuk se kohram hai saaqi 
zamana barsar-e-paikar hai pur-haul sho.alon se 
tire lab par abhi tak naghma-e-khayyam hai saaqi"
